time,ram,name_of_query
0.033395,12220,DELETE_PostgreSQL
0.025990,12220,UPDATE_PostgreSQL
0.027874,12220,INSERT_PostgreSQL
0.073864,12272,BUSCA_SEM_INDEX_CHAVE_PRIMARIA_PostgreSQL
0.088235,12300,BUSCA_HASH_CHAVE_PRIMARIA_PostgreSQL
0.100365,12300,BUSCA_HASH_INDEX_NAO_IDEAL_CHAVE_PRIMARIA_PostgreSQL
0.051812,12316,BUSCA_B_PLUS_INDEX_NAO_IDEAL_CHAVE_PRIMARIA_PostgreSQL
17.968841,314980,BUSCA_SEM_INDEX_COM_LIKE_PostgreSQL
16.988838,314980,BUSCA_HASH_COM_LIKE_PostgreSQL
17.196882,314980,BUSCA_HASH_INDEX_NAO_IDEAL_COM_LIKE_PostgreSQL
17.399888,314980,BUSCA_B_PLUS_COM_LIKE_PostgreSQL
16.833775,314980,BUSCA_B_PLUS_INDEX_NAO_IDEAL_COM_LIKE_PostgreSQL
109.103618,314980,BUSCA_SEM_INDEX_COM_SUBCONSULTAS_PostgreSQL
5.848390,314980,BUSCA_HASH_COM_SUBCONSULTAS_PostgreSQL
5.729669,314980,BUSCA_HASH_INDEX_NAO_IDEAL_COM_SUBCONSULTAS_PostgreSQL
2.912016,314980,BUSCA_B_PLUS_COM_SUBCONSULTAS_PostgreSQL
3.051863,314980,BUSCA_B_PLUS_INDEX_NAO_IDEAL_COM_SUBCONSULTAS_PostgreSQL
63.053225,1825068,BUSCA_SEM_INDEX_JUNCOES_PostgreSQL
61.535522,1825068,BUSCA_HASH_JUNCOES_PostgreSQL
62.731194,1825068,BUSCA_HASH_INDEX_NAO_IDEAL_JUNCOES_PostgreSQL
63.893091,1825068,BUSCA_B_PLUS_JUNCOES_PostgreSQL
62.841452,1825068,BUSCA_B_PLUS_INDEX_NAO_IDEAL_JUNCOES_PostgreSQL
5.880101,1825068,BUSCA_SEM_INDEX_NAO_CHAVE_PRIMARIAS_PostgreSQL
5.328711,1825068,BUSCA_HASH_NAO_CHAVE_PRIMARIAS_PostgreSQL
5.437963,1825068,BUSCA_HASH_INDEX_NAO_IDEAL_NAO_CHAVE_PRIMARIAS_PostgreSQL
2.673678,1825068,BUSCA_B_PLUS_NAO_CHAVE_PRIMARIAS_PostgreSQL
2.780500,1825068,BUSCA_B_PLUS_INDEX_NAO_IDEAL_NAO_CHAVE_PRIMARIAS_PostgreSQL
14.267634,1825068,BUSCA_SEM_INDEX_AGRUPAMENTOS_PostgreSQL
13.705175,1825068,BUSCA_HASH_AGRUPAMENTOS_PostgreSQL
14.628580,1825068,BUSCA_HASH_INDEX_NAO_IDEAL_AGRUPAMENTOS_PostgreSQL
12.511449,1825068,BUSCA_B_PLUS_AGRUPAMENTOS_PostgreSQL
12.101867,1825068,BUSCA_B_PLUS_INDEX_NAO_IDEAL_AGRUPAMENTOS_PostgreSQL
